subscriber_count_Connected_x,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_amf,total_allocated_memory_globalP_amf,total_allocated_memory_packetP_amf,total_allocated_memory_sessionP_amf,total_allocated_memory_transactionP_amf,chunk_create_count_minus_destroy_count_cm_globalP_amf,chunk_create_count_minus_destroy_count_cm_packetP_amf,chunk_create_count_minus_destroy_count_cm_sessionP_amf,chunk_create_count_minus_destroy_count_cm_transactionP_amf
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0024875621890547263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0010932375449008277,0.0009999999999999974,0.0010000000000000009
0.004975124378109453,0.0,0.0009310986964618257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002186475089801656,0.0019999999999999983,0.002
0.007462686567164179,0.0,0.002172563625077592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003279712634702483,0.002999999999999999,0.002999999999999999
0.009950248756218905,0.0,0.0031036623215394167,0.0,1.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.004372950179603311,0.003999999999999997,0.004
0.01243781094527363,0.0,0.004345127250155184,0.0,1.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.005466187724504139,0.0049999999999999975,0.005000000000000001
0.014925373134328358,0.0,0.005276225946617008,0.0,1.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.006559425269404967,0.005999999999999998,0.006
0.017412935323383085,0.0,0.006517690875232775,0.0,1.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.007652662814305794,0.006999999999999999,0.006999999999999999
0.01990049751243781,0.0,0.0074487895716946004,0.0,1.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.008745900359206622,0.008,0.008
0.022388059701492536,0.0,0.008690254500310366,0.0,1.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.00983913790410745,0.008999999999999998,0.009000000000000001
0.02487562189054726,0.0,0.009621353196772191,0.0,1.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.010932375449008278,0.009999999999999998,0.010000000000000002
0.02736318407960199,0.0,0.010862818125387958,0.0,1.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.012025612993909106,0.011,0.011
0.029850746268656716,0.0,0.011793916821849782,0.0,1.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.013118850538809934,0.011999999999999997,0.012
0.03233830845771144,0.0,0.012725015518311606,0.0,1.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.014212088083710762,0.012999999999999998,0.013000000000000001
0.03482587064676617,0.0,0.013966480446927375,0.0,1.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.01530532562861159,0.013999999999999999,0.013999999999999999
0.03731343283582089,0.0,0.0148975791433892,0.0,1.0,0.0,0.0,0.0,0.0,0.02054794520547945,0.016398563173512418,0.015,0.015
0.03980099502487562,0.0,0.016139044072004963,0.0,1.0,0.0,0.0,0.0,0.0,0.02054794520547945,0.017491800718413247,0.016,0.016
0.04228855721393035,0.0,0.017070142768466794,0.0,1.0,0.0,0.0,0.0,0.0,0.02054794520547945,0.018585038263314074,0.017,0.017
0.04477611940298507,0.0,0.01831160769708256,0.0,1.0,0.0,0.0,0.0,0.0,0.02054794520547945,0.019678275808214903,0.018000000000000002,0.018000000000000002
0.0472636815920398,0.0,0.019242706393544383,0.0,1.0,0.0,0.0,0.0,0.0,0.02054794520547945,0.02077151335311573,0.018999999999999996,0.019
0.04975124378109452,0.0,0.020484171322160148,0.0,1.0,0.0,0.0,0.0,0.0,0.02054794520547945,0.02186475089801656,0.019999999999999997,0.02
0.05223880597014925,0.0,0.021725636250775913,0.0,1.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.022957988442917385,0.020999999999999998,0.021
0.05472636815920398,0.0,0.022656734947237737,0.0,1.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.02405122598781821,0.022,0.022
0.0572139303482587,0.0,0.02358783364369957,0.0,1.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.02514446353271904,0.023,0.023
0.05970149253731343,0.0,0.024829298572315334,0.0,1.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.026237701077619868,0.024,0.024
0.06218905472636816,0.0,0.025760397268777158,0.0,1.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.027330938622520697,0.025,0.025
0.06467661691542288,0.0,0.027001862197392923,0.0,1.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.028424176167421523,0.025999999999999995,0.026000000000000002
0.06716417910447761,0.0,0.027932960893854747,0.0,1.0,0.0,0.0,0.0,0.0,0.03424657534246578,0.029517413712322353,0.026999999999999996,0.027000000000000003
0.06965174129353234,0.0,0.029174425822470512,0.0,1.0,0.0,0.0,0.0,0.0,0.03424657534246578,0.03061065125722318,0.027999999999999997,0.028000000000000004
0.07213930348258707,0.0,0.030105524518932336,0.0,1.0,0.0,0.0,0.0,0.0,0.03424657534246578,0.031703888802124006,0.028999999999999998,0.028999999999999998
0.07462686567164178,0.0,0.03134698944754811,0.0,1.0,0.0,0.0,0.0,0.0,0.03424657534246578,0.032797126347024835,0.03,0.03
0.07711442786069651,0.0,0.03227808814400993,0.0,1.0,0.0,0.0,0.0,0.0,0.03424657534246578,0.03389036389192566,0.031,0.031
0.07960199004975124,0.0,0.0335195530726257,0.0,1.0,0.0,0.0,0.0,0.0,0.03424657534246578,0.03498360143682649,0.032,0.032
0.08208955223880597,0.007092198581560287,0.03445065176908752,0.0,1.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.03607683898172732,0.033,0.033
0.0845771144278607,0.007092198581560287,0.03569211669770329,0.0,1.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.03717007652662814,0.034,0.034
0.08706467661691542,0.007092198581560287,0.03662321539416511,0.0,1.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.03826331407152897,0.034999999999999996,0.035
0.08955223880597014,0.007092198581560287,0.03786468032278088,0.0,1.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.0393565516164298,0.036,0.036
0.09203980099502487,0.007092198581560287,0.03879577901924271,0.0,1.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.04044978916133063,0.037,0.037
0.0945273631840796,0.014184397163120567,0.04003724394785847,0.0,1.0,0.0,0.0,0.0,0.0,0.047945205479452024,0.04154302670623145,0.038,0.038
0.09701492537313433,0.014184397163120567,0.040968342644320296,0.0,1.0,0.0,0.0,0.0,0.0,0.047945205479452024,0.04263626425113228,0.039,0.039
0.09950248756218905,0.014184397163120567,0.04220980757293606,0.0,1.0,0.0,0.0,0.0,0.0,0.047945205479452024,0.04372950179603311,0.04,0.04
0.10199004975124377,0.014184397163120567,0.043140906269397886,0.0,1.0,0.0,0.0,0.0,0.0,0.047945205479452024,0.04482273934093394,0.041,0.041
0.1044776119402985,0.014184397163120567,0.04438237119801366,0.0,1.0,0.0,0.0,0.0,0.0,0.047945205479452024,0.045915976885834764,0.041999999999999996,0.042
0.10696517412935323,0.014184397163120567,0.04531346989447548,0.0,1.0,0.0,0.0,0.0,0.0,0.047945205479452024,0.047009214430735594,0.043,0.043000000000000003
0.10945273631840796,0.021276595744680847,0.04655493482309125,0.0,1.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.04810245197563642,0.044,0.044000000000000004
0.11194029850746269,0.021276595744680847,0.04748603351955307,0.0,1.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.049195689520537246,0.045,0.045
0.1144278606965174,0.021276595744680847,0.048727498448168836,0.0,1.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.050288927065438076,0.046,0.046
0.11691542288557213,0.021276595744680847,0.04965859714463066,0.0,1.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.051382164610338905,0.047,0.047
0.11940298507462686,0.021276595744680847,0.050900062073246426,0.0,1.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.052475402155239735,0.048,0.048
0.12189054726368159,0.021276595744680847,0.05183116076970826,0.0,1.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.05356863970014056,0.049,0.049
0.12437810945273632,0.028368794326241127,0.05307262569832402,0.0,1.0,0.0,0.0,0.0,0.0,0.06164383561643838,0.05466187724504139,0.05,0.05
0.12686567164179105,0.028368794326241127,0.054003724394785846,0.0,1.0,0.0,0.0,0.0,0.0,0.06164383561643838,0.05575511478994222,0.051000000000000004,0.051000000000000004
0.12935323383084577,0.028368794326241127,0.05524518932340161,0.0,1.0,0.0,0.0,0.0,0.0,0.06164383561643838,0.05684835233484305,0.052000000000000005,0.052
0.1318407960199005,0.028368794326241127,0.056176288019863435,0.0,1.0,0.0,0.0,0.0,0.0,0.06164383561643838,0.05794158987974387,0.053000000000000005,0.053
0.13432835820895522,0.028368794326241127,0.05710738671632526,0.0,1.0,0.0,0.0,0.0,0.0,0.06164383561643838,0.0590348274246447,0.054000000000000006,0.054
0.13681592039800994,0.03546099290780142,0.05834885164494103,0.0,1.0,0.0,0.0,0.0,0.0,0.0684931506849315,0.06012806496954553,0.05499999999999999,0.055
0.13930348258706468,0.03546099290780142,0.059279950341402855,0.0,1.0,0.0,0.0,0.0,0.0,0.0684931506849315,0.06122130251444635,0.055999999999999994,0.056
0.1417910447761194,0.03546099290780142,0.06052141527001862,0.0,1.0,0.0,0.0,0.0,0.0,0.0684931506849315,0.06231454005934718,0.056999999999999995,0.057
0.14427860696517414,0.03546099290780142,0.061452513966480445,0.0,1.0,0.0,0.0,0.0,0.0,0.0684931506849315,0.06340777760424801,0.057999999999999996,0.058
0.14676616915422885,0.03546099290780142,0.06269397889509622,0.0,1.0,0.0,0.0,0.0,0.0,0.0684931506849315,0.06450101514914884,0.059,0.059000000000000004
0.14925373134328357,0.03546099290780142,0.06362507759155804,0.0,1.0,0.0,0.0,0.0,0.0,0.0684931506849315,0.06559425269404967,0.06,0.060000000000000005
0.1517412935323383,0.0425531914893617,0.0648665425201738,0.0,1.0,0.0,0.0,0.0,0.0,0.07534246575342463,0.0666874902389505,0.061,0.061000000000000006
0.15422885572139303,0.0425531914893617,0.06579764121663563,0.0,1.0,0.0,0.0,0.0,0.0,0.07534246575342463,0.06778072778385132,0.062,0.062000000000000006
0.15671641791044777,0.0425531914893617,0.0670391061452514,0.0,1.0,0.0,0.0,0.0,0.0,0.07534246575342463,0.06887396532875215,0.063,0.063
0.15920398009950248,0.0425531914893617,0.06797020484171323,0.0,1.0,0.0,0.0,0.0,0.0,0.07534246575342463,0.06996720287365298,0.064,0.064
0.1616915422885572,0.0425531914893617,0.069211669770329,0.0,1.0,0.0,0.0,0.0,0.0,0.07534246575342463,0.0710604404185538,0.065,0.065
0.16417910447761194,0.0425531914893617,0.07014276846679082,0.0,1.0,0.0,0.0,0.0,0.0,0.07534246575342463,0.07215367796345463,0.066,0.066
0.16666666666666666,0.04964539007092198,0.07138423339540659,0.0,1.0,0.0,0.0,0.0,0.0,0.0821917808219178,0.07324691550835546,0.067,0.067
0.1691542288557214,0.04964539007092198,0.07231533209186841,0.0,1.0,0.0,0.0,0.0,0.0,0.0821917808219178,0.0743401530532563,0.068,0.068
0.17164179104477612,0.04964539007092198,0.07355679702048418,0.0,1.0,0.0,0.0,0.0,0.0,0.0821917808219178,0.07543339059815711,0.069,0.069
0.17412935323383083,0.04964539007092198,0.074487895716946,0.0,1.0,0.0,0.0,0.0,0.0,0.0821917808219178,0.07652662814305794,0.06999999999999999,0.07
0.17661691542288557,0.04964539007092198,0.07572936064556177,0.0,1.0,0.0,0.0,0.0,0.0,0.0821917808219178,0.07761986568795877,0.071,0.07100000000000001
0.1791044776119403,0.04964539007092198,0.07666045934202359,0.0,1.0,0.0,0.0,0.0,0.0,0.0821917808219178,0.0787131032328596,0.072,0.07200000000000001
0.18159203980099503,0.056737588652482275,0.07790192427063936,0.0,1.0,0.0,0.0,0.0,0.0,0.08904109589041098,0.07980634077776043,0.073,0.07300000000000001
0.18407960199004975,0.056737588652482275,0.07883302296710118,0.0,1.0,0.0,0.0,0.0,0.0,0.08904109589041098,0.08089957832266126,0.074,0.07400000000000001
0.18656716417910446,0.056737588652482275,0.08007448789571694,0.0,1.0,0.0,0.0,0.0,0.0,0.08904109589041098,0.08199281586756209,0.075,0.07500000000000001
0.1890547263681592,0.056737588652482275,0.08100558659217878,0.0,1.0,0.0,0.0,0.0,0.0,0.08904109589041098,0.0830860534124629,0.076,0.07600000000000001
0.19154228855721392,0.056737588652482275,0.08224705152079455,0.0,1.0,0.0,0.0,0.0,0.0,0.08904109589041098,0.08417929095736373,0.077,0.07700000000000001
0.19402985074626866,0.06382978723404256,0.08317815021725637,0.0,1.0,0.0,0.0,0.0,0.0,0.0958904109589041,0.08527252850226456,0.078,0.07800000000000001
0.19651741293532338,0.06382978723404256,0.08441961514587214,0.0,1.0,0.0,0.0,0.0,0.0,0.0958904109589041,0.0863657660471654,0.079,0.07900000000000001
0.1990049751243781,0.06382978723404256,0.08535071384233396,0.0,1.0,0.0,0.0,0.0,0.0,0.0958904109589041,0.08745900359206622,0.08,0.07999999999999999
0.20149253731343283,0.06382978723404256,0.08628181253879579,0.0,1.0,0.0,0.0,0.0,0.0,0.0958904109589041,0.08855224113696705,0.081,0.08099999999999999
0.20398009950248755,0.06382978723404256,0.08752327746741155,0.0,1.0,0.0,0.0,0.0,0.0,0.0958904109589041,0.08964547868186788,0.082,0.08199999999999999
0.2064676616915423,0.06382978723404256,0.08845437616387337,0.0,1.0,0.0,0.0,0.0,0.0,0.0958904109589041,0.09073871622676871,0.083,0.08299999999999999
0.208955223880597,0.07092198581560283,0.08969584109248914,0.0,1.0,0.0,0.0,0.0,0.0,0.10273972602739723,0.09183195377166953,0.084,0.08399999999999999
0.21144278606965175,0.07092198581560283,0.09062693978895096,0.0,1.0,0.0,0.0,0.0,0.0,0.10273972602739723,0.09292519131657036,0.085,0.08499999999999999
0.21393034825870647,0.07092198581560283,0.09186840471756673,0.0,1.0,0.0,0.0,0.0,0.0,0.10273972602739723,0.09401842886147119,0.08600000000000001,0.086
0.21641791044776118,0.07092198581560283,0.09279950341402855,0.0,1.0,0.0,0.0,0.0,0.0,0.10273972602739723,0.09511166640637202,0.087,0.087
0.21890547263681592,0.07092198581560283,0.09404096834264433,0.0,1.0,0.0,0.0,0.0,0.0,0.10273972602739723,0.09620490395127285,0.088,0.088
0.22139303482587064,0.07092198581560283,0.09497206703910616,0.0,1.0,0.0,0.0,0.0,0.0,0.10273972602739723,0.09729814149617368,0.089,0.089
0.22388059701492538,0.07801418439716312,0.09621353196772192,0.0,1.0,0.0,0.0,0.0,0.0,0.1095890410958904,0.0983913790410745,0.09,0.09
0.2263681592039801,0.07801418439716312,0.09714463066418375,0.0,1.0,0.0,0.0,0.0,0.0,0.1095890410958904,0.09948461658597532,0.091,0.091
0.2288557213930348,0.07801418439716312,0.09838609559279951,0.0,1.0,0.0,0.0,0.0,0.0,0.1095890410958904,0.10057785413087615,0.092,0.092
0.23134328358208955,0.07801418439716312,0.09931719428926133,0.0,1.0,0.0,0.0,0.0,0.0,0.1095890410958904,0.10167109167577698,0.093,0.093
0.23383084577114427,0.07801418439716312,0.1005586592178771,0.0,1.0,0.0,0.0,0.0,0.0,0.1095890410958904,0.10276432922067781,0.094,0.094
0.236318407960199,0.07801418439716312,0.10148975791433892,0.0,1.0,0.0,0.0,0.0,0.0,0.1095890410958904,0.10385756676557864,0.095,0.095
0.23880597014925373,0.08510638297872339,0.10273122284295469,0.0,1.0,0.0,0.0,0.0,0.0,0.11643835616438358,0.10495080431047947,0.096,0.096
0.24129353233830844,0.08510638297872339,0.10366232153941651,0.0,1.0,0.0,0.0,0.0,0.0,0.11643835616438358,0.1060440418553803,0.097,0.097
0.24378109452736318,0.08510638297872339,0.10490378646803228,0.0,1.0,0.0,0.0,0.0,0.0,0.11643835616438358,0.10713727940028112,0.098,0.098
0.2462686567164179,0.08510638297872339,0.1058348851644941,0.0,1.0,0.0,0.0,0.0,0.0,0.11643835616438358,0.10823051694518195,0.099,0.099
0.24875621890547264,0.08510638297872339,0.10707635009310987,0.0,1.0,0.0,0.0,0.0,0.0,0.11643835616438358,0.10932375449008278,0.1,0.1
0.2512437810945274,0.09219858156028368,0.1080074487895717,0.0,1.0,0.0,0.0,0.0,0.0,0.1232876712328767,0.1104169920349836,0.101,0.101
0.2537313432835821,0.09219858156028368,0.10924891371818747,0.0,1.0,0.0,0.0,0.0,0.0,0.1232876712328767,0.11151022957988443,0.102,0.10200000000000001
0.2562189054726368,0.09219858156028368,0.1101800124146493,0.0,1.0,0.0,0.0,0.0,0.0,0.1232876712328767,0.11260346712478526,0.103,0.10300000000000001
0.25870646766169153,0.09219858156028368,0.11142147734326506,0.0,1.0,0.0,0.0,0.0,0.0,0.1232876712328767,0.1136967046696861,0.104,0.10400000000000001
0.26119402985074625,0.09219858156028368,0.11235257603972688,0.0,1.0,0.0,0.0,0.0,0.0,0.1232876712328767,0.11478994221458692,0.105,0.10500000000000001
0.263681592039801,0.09219858156028368,0.11359404096834265,0.0,1.0,0.0,0.0,0.0,0.0,0.1232876712328767,0.11588317975948774,0.106,0.10600000000000001
0.26616915422885573,0.09929078014184395,0.11452513966480447,0.0,1.0,0.0,0.0,0.0,0.0,0.13013698630136983,0.11697641730438857,0.107,0.10700000000000001
0.26865671641791045,0.09929078014184395,0.11576660459342024,0.0,1.0,0.0,0.0,0.0,0.0,0.13013698630136983,0.1180696548492894,0.108,0.10800000000000001
0.27114427860696516,0.09929078014184395,0.11669770328988206,0.0,1.0,0.0,0.0,0.0,0.0,0.13013698630136983,0.11916289239419023,0.109,0.10900000000000001
0.2736318407960199,0.09929078014184395,0.11762880198634389,0.0,1.0,0.0,0.0,0.0,0.0,0.13013698630136983,0.12025612993909106,0.11,0.11000000000000001
0.27611940298507465,0.09929078014184395,0.11887026691495965,0.0,1.0,0.0,0.0,0.0,0.0,0.13013698630136983,0.12134936748399189,0.111,0.11100000000000002
0.27860696517412936,0.09929078014184395,0.11980136561142149,0.0,1.0,0.0,0.0,0.0,0.0,0.13013698630136983,0.12244260502889272,0.112,0.11199999999999999
0.2810945273631841,0.10638297872340424,0.12104283054003726,0.0,1.0,0.0,0.0,0.0,0.0,0.136986301369863,0.12353584257379353,0.113,0.11299999999999999
0.2835820895522388,0.10638297872340424,0.12197392923649908,0.0,1.0,0.0,0.0,0.0,0.0,0.136986301369863,0.12462908011869438,0.114,0.11399999999999999
0.2860696517412935,0.10638297872340424,0.12321539416511484,0.0,1.0,0.0,0.0,0.0,0.0,0.136986301369863,0.1257223176635952,0.115,0.11499999999999999
0.2885572139303483,0.10638297872340424,0.12414649286157667,0.0,1.0,0.0,0.0,0.0,0.0,0.136986301369863,0.12681555520849605,0.116,0.11599999999999999
0.291044776119403,0.10638297872340424,0.12538795779019243,0.0,1.0,0.0,0.0,0.0,0.0,0.136986301369863,0.12790879275339687,0.117,0.11699999999999999
0.2935323383084577,0.11347517730496454,0.12631905648665426,0.0,1.0,0.0,0.0,0.0,0.0,0.14383561643835618,0.12900203029829768,0.11800000000000001,0.118
0.2960199004975124,0.11347517730496454,0.12756052141527002,0.0,1.0,0.0,0.0,0.0,0.0,0.14383561643835618,0.13009526784319853,0.11900000000000001,0.119
0.29850746268656714,0.11347517730496454,0.12849162011173185,0.0,1.0,0.0,0.0,0.0,0.0,0.14383561643835618,0.13118850538809934,0.12000000000000001,0.12
0.3009950248756219,0.11347517730496454,0.1297330850403476,0.0,1.0,0.0,0.0,0.0,0.0,0.14383561643835618,0.13228174293300018,0.12100000000000001,0.121
0.3034825870646766,0.11347517730496454,0.13066418373680944,0.0,1.0,0.0,0.0,0.0,0.0,0.14383561643835618,0.133374980477901,0.12200000000000001,0.122
0.30597014925373134,0.11347517730496454,0.1319056486654252,0.0,1.0,0.0,0.0,0.0,0.0,0.14383561643835618,0.13446821802280184,0.12300000000000001,0.123
0.30845771144278605,0.1205673758865248,0.13283674736188703,0.0,1.0,0.0,0.0,0.0,0.0,0.1506849315068493,0.13556145556770266,0.12400000000000001,0.124
